unit_id,cycle,op1,op2,op3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21
1,31,0.0002,0.0003,100.0,518.6631,662.399,1776.8997,1530.7168,14.6195,21.5899,555.8688,2385.7762,9070.9339,1.3,49.2161,496.5533,2471.32,8110.6743,8.4385,0.03,361.826,2388.0787,99.998,40.0745,23.7476
1,32,-0.0001,-0.0003,100.0,518.6651,661.6739,1784.5375,1535.4683,14.6198,21.6388,552.1054,2379.0339,9068.6673,1.3,49.5052,495.1083,2459.8217,8157.6282,8.4518,0.03,360.6482,2388.0554,99.9989,39.9228,23.6779
1,33,0.0001,0.0001,100.0,518.6671,665.3903,1788.9515,1533.3117,14.6203,21.5791,554.6034,2380.9608,9018.7793,1.3,49.7451,496.3756,2465.444,8131.7036,8.4607,0.03,360.2185,2388.0973,99.9993,40.3487,23.6448
1,34,0.0,-0.0002,100.0,518.6754,662.8003,1794.6155,1540.9114,14.6196,21.746,555.6556,2391.9654,9053.3357,1.3,49.5934,495.3747,2468.0958,8121.3914,8.458,0.03,358.9389,2388.0785,100.002,40.3596,23.7579
1,35,0.0,-0.0001,100.0,518.6828,664.6345,1805.6813,1540.2504,14.6199,21.673,554.9535,2394.5596,9037.0222,1.3,49.519,494.3307,2475.6379,8135.0639,8.467,0.03,357.035,2388.0008,100.0016,40.1923,23.7921
1,36,0.0002,-0.0001,100.0,518.658,662.9215,1810.7065,1547.1751,14.62,21.581,554.0853,2389.8563,9039.6147,1.3,49.6742,492.8828,2472.0541,8145.6753,8.4512,0.03,355.3145,2387.9916,100.0007,40.1417,23.7874
1,37,0.0002,0.0001,100.0,518.6693,666.3437,1816.1738,1556.0787,14.6199,21.5887,555.3247,2390.8424,9065.2733,1.3,49.9251,492.5841,2471.9716,8151.1187,8.4792,0.03,355.5555,2388.0305,99.9965,40.3402,23.7722
1,38,0.0001,-0.0007,100.0,518.6866,666.3144,1820.7178,1556.9347,14.6202,21.6038,556.0832,2386.8853,9075.947,1.3,49.891,490.3209,2474.9399,8143.4188,8.4536,0.03,354.9284,2387.983,99.9998,40.4668,23.8302
1,39,-0.0004,-0.0001,100.0,518.6795,666.6505,1830.0274,1555.444,14.6198,21.6148,555.1651,2385.7039,9062.9556,1.3,49.9436,491.3917,2473.6642,8159.6608,8.4868,0.03,354.2138,2387.96,99.9987,40.2689,23.7884
1,40,-0.0004,0.0001,100.0,518.6892,667.8135,1827.9291,1564.6523,14.62,21.6166,554.2865,2395.2795,9042.7746,1.3,50.0649,490.8806,2482.5399,8134.6449,8.4753,0.03,351.5807,2388.0056,100.0018,40.41,23.7356
1,41,-0.0,0.0002,100.0,518.6724,667.6361,1848.7844,1572.7923,14.62,21.7298,554.0355,2380.7875,9043.1655,1.3,49.9543,490.3557,2490.6555,8115.4515,8.4794,0.03,350.7964,2388.021,100.0002,40.4361,23.8431
1,42,-0.0001,-0.0002,100.0,518.6659,669.3516,1847.9377,1575.8136,14.6198,21.5973,553.7203,2385.0165,9060.4812,1.3,50.1589,487.7846,2491.6961,8156.5424,8.4972,0.03,349.1867,2387.9668,100.0013,40.371,23.8325
1,43,0.0,-0.0001,100.0,518.6695,671.407,1857.6368,1574.6319,14.6196,21.6292,553.0551,2397.1352,9044.3226,1.3,50.2277,487.6853,2487.2275,8166.0964,8.5046,0.03,349.3609,2388.0253,100.0008,40.6264,23.8646
1,44,-0.0001,-0.0001,100.0,518.673,671.6572,1858.5127,1581.8624,14.6202,21.6162,554.2436,2392.0186,9032.78,1.3,50.4307,487.2789,2492.683,8121.4125,8.4966,0.03,349.6639,2387.9876,99.9994,40.6538,23.8601
1,45,0.0001,-0.0001,100.0,518.674,671.3745,1870.9355,1587.6167,14.6196,21.5889,552.9591,2390.5862,9060.4169,1.3,50.3383,485.3156,2495.2809,8127.7692,8.5224,0.03,348.2582,2387.9771,100.0022,40.5298,23.8588
1,46,0.0001,0.0005,100.0,518.6552,670.6091,1874.6825,1595.58,14.6202,21.641,553.1771,2389.2611,9055.4361,1.3,50.4855,486.5079,2486.2598,8105.4598,8.4913,0.03,346.6147,2387.9363,100.0032,40.6314,23.8962
1,47,0.0002,0.0006,100.0,518.6694,673.1242,1875.5826,1595.2241,14.6196,21.5904,555.2049,2389.7185,9063.3299,1.3,50.6376,483.9138,2506.0883,8129.3094,8.5089,0.03,347.3762,2387.9639,100.001,40.7189,23.9033
1,48,-0.0002,-0.0003,100.0,518.658,674.926,1883.3477,1596.1614,14.6203,21.6365,554.3183,2385.4655,8996.5952,1.3,50.5813,483.0246,2497.4933,8171.9003,8.4908,0.03,344.3194,2388.0083,99.9975,40.8167,23.8937
1,49,0.0003,0.0004,100.0,518.6603,672.8442,1887.9552,1600.8948,14.6204,21.6794,553.6777,2393.1234,9044.8921,1.3,50.6534,484.1815,2495.3481,8132.3289,8.513,0.03,344.5555,2388.0479,100.0013,40.7913,23.8834
1,50,0.0001,-0.0001,100.0,518.6645,671.9416,1901.9282,1605.2053,14.62,21.6921,555.3665,2385.7482,9091.6545,1.3,50.6607,482.1155,2512.4604,8152.4785,8.5346,0.03,342.9297,2388.0411,100.0038,40.8164,23.9249
1,51,-0.0,0.0002,100.0,518.6512,674.9446,1904.4616,1613.1617,14.62,21.5996,553.8088,2388.3986,9055.861,1.3,50.9052,481.3762,2512.8033,8113.8792,8.5265,0.03,341.3297,2388.0342,99.9988,40.8527,23.8739
1,52,0.0004,0.0005,100.0,518.6627,674.8018,1906.0962,1617.0161,14.6201,21.6361,554.8789,2383.4394,9066.2053,1.3,50.8552,480.443,2511.3054,8132.7592,8.5511,0.03,341.5508,2387.9866,100.0002,40.9623,23.9878
1,53,0.0,0.0001,100.0,518.6822,676.3061,1914.3554,1619.6336,14.6206,21.5768,555.7504,2382.8938,9047.3253,1.3,50.9196,479.6101,2516.7166,8122.1739,8.5588,0.03,340.4669,2387.9733,99.9998,40.9108,24.0159
1,54,0.0001,-0.0003,100.0,518.6553,675.9013,1921.2447,1627.7164,14.6201,21.6582,553.5046,2386.7479,9038.454,1.3,51.1384,478.3407,2511.1209,8143.6408,8.5617,0.03,339.4907,2388.0733,99.9988,40.8287,24.0066
1,55,-0.0001,0.0002,100.0,518.69,679.4221,1931.268,1627.4018,14.6203,21.6571,555.2881,2389.3923,9030.4453,1.3,51.2175,477.9919,2522.5957,8172.0381,8.5606,0.03,338.2741,2388.0384,100.0063,40.9447,23.9628
1,56,0.0001,-0.0003,100.0,518.6621,677.4731,1936.6523,1627.519,14.6198,21.5612,553.9193,2390.2591,9054.6328,1.3,51.2173,477.5868,2521.4039,8126.2918,8.5552,0.03,335.8126,2388.0011,100.0045,40.9144,24.0068
1,57,-0.0004,0.0005,100.0,518.6894,680.697,1947.5045,1636.802,14.6198,21.5512,554.2937,2392.2859,9054.141,1.3,51.3948,475.7702,2520.1709,8153.8552,8.525,0.03,336.0318,2388.0287,100.0012,41.1673,24.0401
1,58,-0.0002,-0.0001,100.0,518.6652,680.9942,1951.3404,1640.2401,14.6195,21.6177,552.6835,2382.8445,9048.8252,1.3,51.2336,476.3308,2528.0949,8166.8512,8.573,0.03,334.7887,2388.0139,100.0016,41.1112,24.0213
1,59,0.0003,0.0,100.0,518.6492,684.1128,1954.3525,1644.334,14.6201,21.6143,555.2674,2388.3923,9058.0143,1.3,51.156,475.9291,2523.8817,8112.8348,8.5675,0.03,334.5506,2388.0501,99.9996,41.0264,24.0745
1,60,0.0001,-0.0003,100.0,518.6894,680.1798,1964.9499,1651.8191,14.6197,21.5887,555.026,2392.9697,9033.3821,1.3,51.3267,476.1003,2535.5508,8136.6219,8.5478,0.03,333.1898,2388.0224,99.9964,41.246,24.0371
1,61,0.0002,0.0002,100.0,518.6593,681.8715,1966.5473,1654.578,14.6198,21.5897,553.809,2379.3585,9054.2906,1.3,51.4783,474.4196,2531.7399,8098.1909,8.5571,0.03,333.937,2387.9995,99.9983,41.292,24.0183
1,62,0.0001,0.0,100.0,518.6619,683.2869,1974.2426,1663.1474,14.6203,21.6133,552.9255,2383.3045,9065.3029,1.3,51.4829,473.2529,2532.4119,8120.0304,8.5491,0.03,331.1964,2387.9808,99.9975,41.291,24.0469
1,63,0.0001,0.0001,100.0,518.6653,684.3259,1978.3979,1660.5109,14.62,21.6417,554.15,2388.5435,9050.9958,1.3,51.6844,472.6449,2530.4805,8159.7762,8.6059,0.03,331.0722,2388.0069,100.0016,41.3865,24.0668
1,64,0.0001,0.0004,100.0,518.6815,685.8046,1991.7774,1668.4166,14.6197,21.6379,555.4164,2392.2736,9036.3034,1.3,51.6828,472.4339,2550.2599,8123.7707,8.5799,0.03,330.3204,2388.1582,100.001,41.3579,24.0914
1,65,-0.0004,0.0,100.0,518.6718,686.251,1986.9397,1670.6841,14.6201,21.5568,555.7472,2388.864,9057.2529,1.3,51.771,469.1668,2546.6307,8155.5744,8.6002,0.03,327.7933,2387.9397,99.9995,41.4953,24.1395
1,66,-0.0001,-0.0004,100.0,518.6726,685.6898,1999.0288,1674.0528,14.6198,21.5999,553.276,2389.1257,9053.6577,1.3,51.8843,471.4232,2544.3304,8138.8956,8.6236,0.03,325.7319,2388.024,99.9996,41.5731,24.1655
1,67,0.0002,0.0002,100.0,518.6594,685.8659,2012.5777,1675.749,14.62,21.5649,555.0263,2392.3723,9029.2921,1.3,52.0709,469.3719,2543.0581,8145.9492,8.6309,0.03,325.9889,2387.9859,100.001,41.4862,24.1593
1,68,0.0004,-0.0,100.0,518.6613,686.4911,2017.1712,1682.9452,14.6202,21.616,554.1536,2386.0451,9062.5557,1.3,51.995,466.7376,2549.3302,8135.4231,8.6046,0.03,324.3274,2388.0156,100.0011,41.4465,24.1531
1,69,-0.0001,-0.0001,100.0,518.6709,686.2575,2015.4013,1692.8383,14.6199,21.6175,555.7574,2393.1068,9027.9369,1.3,52.3589,467.7801,2556.6174,8143.0234,8.6026,0.03,324.5743,2388.0152,99.9948,41.4994,24.1176
1,70,-0.0004,-0.0003,100.0,518.6468,689.919,2023.3889,1690.3267,14.6202,21.5981,555.0455,2386.1935,9043.8655,1.3,52.2347,466.3216,2543.0177,8138.9819,8.6265,0.03,322.5319,2387.9687,99.9953,41.4962,24.1296
1,71,0.0001,-0.0002,100.0,518.677,686.507,2039.113,1693.4629,14.6197,21.6649,553.0694,2389.1157,9096.5396,1.3,52.0399,466.1575,2554.1415,8122.635,8.6228,0.03,322.7065,2388.0144,99.9969,41.5739,24.2143
1,72,-0.0002,0.0001,100.0,518.6599,690.0383,2034.6672,1702.2265,14.6202,21.6091,554.1034,2381.7404,9020.547,1.3001,52.2129,463.2975,2561.0914,8129.088,8.6198,0.03,320.4324,2387.8991,99.9997,41.7444,24.1694
1,73,0.0,0.0002,100.0,518.663,688.4908,2042.0072,1706.6424,14.6201,21.618,552.8774,2396.6979,9046.0348,1.3,52.4252,465.2201,2561.5009,8148.2892,8.6547,0.03,320.2366,2387.9464,99.9977,41.6303,24.1705
1,74,-0.0003,-0.0001,100.0,518.6678,688.8124,2044.7375,1710.9927,14.6202,21.5932,554.3294,2388.4081,9057.9692,1.3,52.4205,463.2796,2560.8272,8146.3689,8.6564,0.03,320.0601,2388.0518,99.9998,41.5881,24.181
1,75,0.0002,-0.0001,100.0,518.6812,689.7309,2058.3405,1710.6108,14.6198,21.6378,555.0246,2381.2724,9059.0243,1.3,52.5722,463.7972,2568.1334,8154.7139,8.6243,0.03,316.7875,2387.9923,99.9987,41.7776,24.2913
1,76,0.0003,0.0003,100.0,518.6712,689.1231,2064.0365,1717.646,14.6199,21.5882,556.2471,2393.4973,9037.9914,1.3,52.6265,462.1574,2566.092,8140.3123,8.6322,0.03,317.4765,2388.0794,99.9976,41.8558,24.2749
1,77,-0.0001,0.0002,100.0,518.6914,692.7219,2069.8811,1721.2777,14.6203,21.6294,555.0029,2385.0853,9038.5097,1.3,52.8634,462.774,2575.752,8125.9426,8.6495,0.03,317.5538,2387.9778,99.9958,42.0549,24.2686
1,78,-0.0,0.0002,100.0,518.6527,692.3573,2072.6961,1722.7583,14.6198,21.6427,554.5608,2387.803,9034.7091,1.3,52.6765,461.0199,2577.348,8139.9282,8.6427,0.03,316.2938,2387.9825,99.9995,41.9486,24.3276
1,79,0.0002,0.0002,100.0,518.6742,692.0693,2079.2749,1730.1732,14.6199,21.6306,554.8226,2392.3594,9029.5571,1.3,52.64,459.5404,2581.536,8123.4185,8.6455,0.03,314.776,2388.0983,99.9974,41.9009,24.3023
1,80,0.0002,0.0001,100.0,518.6789,693.0101,2088.9565,1733.0891,14.6197,21.6047,553.4999,2383.0358,9049.4381,1.3,52.7416,457.8739,2580.3062,8112.9985,8.6396,0.03,313.104,2387.9985,100.0033,42.0154,24.2183
1,81,-0.0001,0.0005,100.0,518.669,693.0219,2096.2654,1739.4291,14.6205,21.6292,555.2871,2394.2942,9017.5379,1.3,52.9121,458.229,2580.5849,8131.3873,8.6719,0.03,313.6654,2387.9534,99.9988,41.8345,24.2248
1,82,0.0004,-0.0004,100.0,518.671,696.2521,2102.3317,1746.0964,14.6207,21.6002,554.0171,2393.0307,9034.0729,1.3,53.0351,456.8385,2581.5632,8127.9906,8.6564,0.03,310.8972,2388.1439,99.9954,42.1496,24.2927
1,83,-0.0001,-0.0001,100.0,518.6802,695.5137,2106.9165,1745.6603,14.6197,21.6575,555.0822,2388.9521,9064.5558,1.3,53.1048,456.5193,2586.1786,8147.5116,8.6849,0.03,311.2251,2388.0296,99.997,41.9833,24.3833
1,84,-0.0001,-0.0003,100.0,518.6853,694.8981,2117.5895,1752.4655,14.6201,21.5701,555.2031,2384.3622,9055.9855,1.3,53.1676,454.9954,2582.3321,8134.5736,8.6789,0.03,308.5191,2388.0193,100.0002,42.1292,24.3265
1,85,-0.0003,-0.0002,100.0,518.6685,698.294,2120.7517,1755.2407,14.6206,21.6227,553.4938,2388.9829,8998.6184,1.3,53.1987,453.5609,2583.6256,8150.5117,8.6684,0.03,309.1485,2388.0131,100.0015,42.1174,24.3481
1,86,0.0004,0.0001,100.0,518.6667,698.9684,2128.4099,1764.3526,14.6199,21.6217,555.3645,2390.1476,9040.3807,1.3,53.0942,454.5213,2594.9383,8118.2544,8.6846,0.03,307.1386,2387.9807,100.0035,42.2435,24.2553
1,87,0.0001,0.0,100.0,518.6645,698.3842,2129.6787,1764.2463,14.6198,21.5974,553.2133,2395.0807,9002.3255,1.3,53.0697,453.8733,2590.516,8144.8574,8.6691,0.03,307.9764,2387.9627,100.0025,42.2871,24.3779
1,88,-0.0002,-0.0001,100.0,518.6737,700.7958,2136.1248,1767.9304,14.6196,21.6453,554.909,2389.6527,9052.396,1.3,53.4809,453.2024,2595.9761,8128.6148,8.7035,0.03,306.2334,2387.9677,99.9988,42.3314,24.4677
1,89,0.0,-0.0,100.0,518.6772,698.819,2145.9225,1770.1711,14.6196,21.683,553.9921,2384.7735,9039.2372,1.3,53.4724,449.1959,2601.9021,8111.4505,8.6574,0.03,305.2818,2387.9372,100.0023,42.3538,24.3836
1,90,-0.0,-0.0003,100.0,518.6654,703.4027,2151.2709,1773.6964,14.6201,21.6205,553.2192,2386.1776,9025.2444,1.3,53.6217,450.2338,2602.9594,8162.9509,8.699,0.03,304.0444,2387.9502,100.001,42.2605,24.4183
1,91,0.0003,-0.0,100.0,518.6761,700.3303,2159.1996,1777.1241,14.6193,21.6162,555.0552,2386.378,9033.3607,1.3,53.6865,452.0626,2609.7172,8148.9623,8.6847,0.03,300.8516,2387.9919,100.0004,42.5311,24.2744
1,92,-0.0001,-0.0004,100.0,518.6685,700.8477,2171.4903,1787.8727,14.6201,21.6147,551.7708,2388.0776,9038.4265,1.3,53.6437,448.5638,2613.1155,8127.4747,8.706,0.03,303.3667,2388.0019,100.0006,42.5076,24.4808
1,93,-0.0002,0.0,100.0,518.6847,700.5477,2172.5421,1778.8805,14.62,21.587,554.9415,2389.232,9044.7072,1.3,53.7277,447.8287,2602.108,8140.2623,8.7428,0.03,300.9886,2387.902,100.0021,42.5859,24.4092
1,94,-0.0002,-0.0005,100.0,518.6535,703.4493,2179.9106,1793.448,14.6205,21.6086,553.9775,2386.3419,9044.3078,1.3001,53.9119,448.9854,2619.966,8125.9782,8.7493,0.03,300.4902,2388.0711,100.0004,42.5577,24.4293
1,95,-0.0001,0.0001,100.0,518.6669,703.6177,2184.2145,1798.5339,14.62,21.5613,554.2267,2384.6847,9051.5606,1.3,53.9722,447.5465,2616.9568,8128.1675,8.7415,0.03,298.325,2387.9931,100.0009,42.5853,24.4598
1,96,-0.0002,0.0003,100.0,518.6751,704.0063,2188.4222,1798.1016,14.6195,21.6135,556.0952,2392.6312,9050.3546,1.3,53.9978,445.0666,2607.7547,8156.1025,8.7012,0.03,297.8445,2388.0215,99.9999,42.7148,24.4784
1,97,-0.0001,0.0003,100.0,518.6818,705.4311,2194.2021,1799.5734,14.6201,21.587,553.9229,2390.1485,9054.0977,1.3,54.0631,444.6063,2623.9417,8164.8232,8.7266,0.03,296.1624,2388.0173,100.0041,42.6979,24.5283
1,98,0.0001,-0.0006,100.0,518.6722,705.2422,2196.4194,1810.5868,14.6201,21.5992,554.4285,2392.6141,9015.7054,1.3,54.0216,445.6209,2612.8988,8145.2229,8.7221,0.03,296.6099,2388.0579,100.002,42.6676,24.5873
1,99,-0.0001,0.0003,100.0,518.6681,704.5536,2209.7684,1812.1674,14.6201,21.6689,555.5615,2393.1355,9078.4003,1.3,54.1608,445.4197,2628.4858,8127.0193,8.7179,0.03,296.2059,2387.955,99.9986,42.6564,24.416
1,100,0.0003,0.0002,100.0,518.661,707.416,2216.7626,1817.7194,14.6196,21.6736,554.2543,2393.2017,9023.4542,1.2999,54.3722,441.7989,2627.6668,8123.7366,8.7429,0.03,294.4344,2388.1107,100.0,42.8556,24.5888
1,101,-0.0001,0.0002,100.0,518.6678,707.0638,2223.4858,1822.5866,14.6202,21.5946,554.9138,2392.6874,9048.9529,1.3,54.1626,443.1179,2617.526,8127.6938,8.7431,0.03,291.9577,2388.0212,100.0021,42.7482,24.5619
1,102,0.0003,-0.0002,100.0,518.6618,710.528,2232.3563,1827.923,14.6195,21.7111,554.438,2391.38,9045.241,1.3,54.2884,440.6794,2627.6045,8125.3595,8.7215,0.03,292.6956,2387.9855,100.0,42.9574,24.425
1,103,0.0,0.0003,100.0,518.6713,706.2292,2231.4186,1830.5572,14.6198,21.6285,553.8851,2382.7147,9031.6558,1.3,54.4777,441.8345,2632.2626,8144.3747,8.7392,0.03,291.1105,2387.9181,100.002,42.9621,24.5139
1,104,-0.0001,-0.0001,100.0,518.6549,708.091,2238.504,1829.8693,14.6197,21.6467,554.031,2384.809,9041.6698,1.3,54.6295,438.5153,2637.9136,8143.4317,8.7262,0.03,289.9911,2387.9458,99.9998,42.8017,24.5894
1,105,-0.0001,-0.0002,100.0,518.6611,710.3117,2247.2796,1835.9891,14.6193,21.5773,553.8474,2388.5555,9039.7124,1.3,54.7203,438.7949,2636.6514,8130.1768,8.7461,0.03,289.3193,2388.0717,100.0009,42.9269,24.5101
1,106,0.0002,-0.0001,100.0,518.6701,714.0245,2251.6905,1844.4478,14.6199,21.6529,555.0524,2393.0045,9025.4066,1.3,54.7279,439.252,2633.4422,8141.4288,8.7653,0.03,288.9089,2387.9495,99.9969,43.1206,24.5552
1,107,0.0003,0.0004,100.0,518.679,713.006,2258.3907,1847.3584,14.6202,21.5863,553.5518,2386.0905,9012.852,1.3,54.7686,439.5664,2645.6234,8166.4828,8.7814,0.03,288.1256,2387.9363,100.0021,43.0138,24.546
1,108,-0.0002,0.0002,100.0,518.6726,711.5004,2258.6483,1851.0102,14.6202,21.5629,553.7021,2383.3269,9065.569,1.3,54.8067,435.9949,2654.7542,8127.7552,8.7832,0.03,285.9069,2388.0286,99.9999,42.9848,24.5734
1,109,-0.0,0.0004,100.0,518.6665,712.8818,2274.822,1858.4309,14.6196,21.7263,555.456,2386.5254,9053.7194,1.3,54.8476,436.1608,2645.7153,8115.9686,8.7669,0.03,284.2482,2387.9961,100.0002,43.0693,24.6524
